Cod_Febraban,Seg_Febraban,Nome_Convênio,CNPJ,Grade,Descricao_Conv,
0253,5,SEFAZ PB IPVA,8761132000148,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0256,5,PDJUD-ES,27080571000130,"Restrita, até 20:45",TRIBUTOS ESTADUAIS,
0257,5,SEFAZ SE DAE,34841179000121,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0260,5,SEFAZ PB FUNCEP,8761132000148,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0264,5,SEFAZ PB FUNCEP DAR,8761132000148,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0268,5,SEFAZ-PI/ICMS,6553556000191,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0270,5,GPS,394460005887,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0278,5,SEFAZ-RJ/GNRE,42498675000152,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0285,5,SEFAZ PB FFOFM TCE D,8032795000121,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0291,5,GNRE ALAGOAS ONLINE,12200192000169,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0292,5,SEFAZ-AP/GNRE,394577000125,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0293,5,SEFAZ-AM/GNRE,4312369000190,"Restrita, até 20:45",TRIBUTOS ESTADUAIS,
0294,5,SEFAZ-BA/GNRE,13937073000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0295,5,GNRE-CE,7954597000152,"Restrita, até 20:45",TRIBUTOS ESTADUAIS,
0297,5,SEFAZ-GO/GNRE,1409655000180,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0298,5,SEFAZ-DF/GNRE,394684000153,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0299,5,SEFAZ-MA/GNRE,6354468000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0300,5,GNRE-MT ONLINE,3507415000144,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0301,5,SEFAZ-MS/GNRE,15412257000632,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0302,5,SEFAZ-MG/GNRE,18715615000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0303,5,GNRE-PA,5054903000179,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0304,5,SEFAZ-PB/GNRE,8761132000148,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0306,5,SEFAZ-PE/GNRE,10572014000133,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0307,5,GNRE-SEFAZ PIAUI-ONLINE,6553556000191,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0310,5,SEFAZ RS/GNRE,87958674000181,"Restrita, até 20:45",TRIBUTOS ESTADUAIS,
0312,5,GNRE-RR,84012012000126,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0315,5,SEFAZ-SE/GNRE,13130505000112,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0316,5,SEFAZ-TO/GNRE,25043514000155,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0324,5,SEFAZ-RN-GRI,24519654000194,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0328,5,SIMPLES NACIONAL,394460005887,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0333,5,SEFAZ-BA DAE N TRIBU,13937073000156,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0355,5,FMMAG GOIATUBA,4413256000181,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0359,5,SEFAZ-RJ DARJ,42498675000152,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0385,5,DARF,394460005887,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0403,5,FMMA FEIRA SANTANA,11684232000122,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0428,5,GARE ICMS-PEP,46379400000150,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0432,5,DOC ARREC E-SOCIAL,394460005887,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0445,5,SEFAZ PB LOTEP,76175934000126,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0449,5,SEFAZ PB FUNDAGRO,7531295000252,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0451,5,FGTS,37115367000160,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0484,5,SETEC CAMPINAS,49413800000123,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0488,5,PROCON MACAE,13506108000100,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0507,5,FMTT MACAE,11578882000193,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0519,5,PM B HORIZONTE ATIVO,13593766000179,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0562,5,FUMDEC TIMBO,16539070000152,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0563,5,FMMA TIMBO,15402029000177,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0564,5,FUMTRAN TIMBO,25137807000100,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0567,5,FME INDAIAL,7789410000102,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0571,5,FMS BARRO ALTO,11633598000172,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0579,5,FMS BELA VISTA GO,8083086000175,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0580,5,COVISA MACAE,11308894000106,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0583,5,BHPREV,14885482000119,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0584,5,FUFIN,14885342000140,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0586,5,FCJOL-F OSWALDO LIMA,29898145000133,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0589,5,BHTRANS,41657081000184,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0607,5,FMDDD TIMBO,18982798000180,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0608,5,FCT TIMBO,3918310000188,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0647,5,SEFAZ RR PGEH,84012012000126,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0653,5,AMMA EUSEBIO CE,12056579000193,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0657,5,FMS TEI0EIRA FREITAS,13650403000470,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0678,5,IMAS GOIANIA,2371916000183,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0689,5,SEFAZ RJ - DARJ DIVIDA ATIVA,394460005887,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0736,5,FMH FAZENDA RIO GRAN,9355873000191,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0762,5,FMMA TE0EIRA FREITAS,31574567000103,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0767,5,FECON,31819646000129,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0768,5,SEFAZ RR DARE,84012012000126,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0774,5,FMDCA BH,13921409000192,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0775,5,FUMID BH,15596263000182,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0780,5,SEFAZ RR ANUNCIOS,84012012000126,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0785,5,FUNDO MUN HAB INTERESSE SOCIAL VITO,21778843000193,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0786,5,FUNDO MUN MEI AMBIENTE VITORIA,18323748000190,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0791,5,FMS STO A DESCOBERTO,7429190000106,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0796,5,FMPDC BELO HORIZONTE,19035677000193,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0842,5,SEFAZ OB FSDS DAR,36814674000177,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0848,5,SEFAZ RR FEIT,84012012000126,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0884,5,FUNAP PARACAMBI,31760098000109,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0885,5,FMS TIMBO,11422955000153,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0952,5,PROCON ITUMBIARA,8242183000163,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0955,5,FME TIMBO,86843596000107,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0983,5,ITUMBIARA-AMMAI,11983899000126,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0999,5,AMT RIO VERDE,5054206000118,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
1061,1,PM CAUCAIA,7616162000106,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
2158,1,PM ITURAMA,18457242000174,"Estendida, até 23:59",TRIBUTOS ESTADUAIS,
0000,1,PM SAO PAULO,46392130000703,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0002,1,PM ABADIANIA,1298330000178,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0003,1,PM ABAETE,18296632000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0004,1,PM ABAETETUBA,5105127000199,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0012,1,PM ABREU E LIMA,8637373000180,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0026,1,PM ACUCENA,17005216000142,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0060,1,PM AGUAS DA PRATA,44831733000143,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0062,1,PM AGUAS LINDOIA,46439683000189,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0067,1,PM Águas Vermelhas (MG),18414581000173,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0067,1,PREF MUN  ÁGUAS VERMELHAS,18414581000173,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0069,1,PM AGUDOS,46137444000174,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0073,1,PM AIMORES,18348094000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0084,1,PM ALAGOINHAS,13646005000138,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0099,1,PM ALE0ANIA,1298975000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0100,1,PM ALFENAS,18243220000101,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0113,1,PM A TAMANDARE,76105659000174,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0117,1,PM ALPINOPOLIS,18241752000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0125,1,PM ALTEROSA MG,18243238000103,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0137,1,PM ALTO PARAISO,1740455000106,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0141,1,PM ALTO R DOCE,18094748000166,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0145,1,PM ALTONIA,81478059000191,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0154,1,PM ALVINOPOLIS,16725392000196,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0155,1,PM ALVORADA,88000906000157,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0193,1,PM ANANINDEUA,5058441000168,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0194,1,PM ANAPOLIS,1067479000146,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0203,1,PM ANDRADAS,17884412000134,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0206,1,PM ANDRELANDIA,18682930000138,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0215,1,PM ANGRA DOS REIS,29172467000109,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0220,1,PM ANICUNS,2262368000153,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0227,1,PM ANTONINA,76022516000107,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0243,1,PM AP GOIANIA,1005727000124,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0259,1,PM AQUIDAUANA,3452299000103,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0262,1,PM ARACAI,18116111000123,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0263,1,PM ARACAJU,13128780004350,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0264,1,PM ARACARIGUAMA,58993577000121,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0273,1,PM ARACRUZ,27142702000166,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0276,1,PM ARAGARCAS,2125227000199,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0298,1,PM ARAPONGA,18132167000171,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0305,1,PM ARARANGUA,82911249000113,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0306,1,PM ARARAQUARA,45276128000110,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0311,1,PM ARARUAMA,28531762000133,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0313,1,PM ARARUNA,75359760000199,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0319,1,PM ARAUCARIA,76105535000199,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0321,1,PM ARA0A,18140756000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0323,1,PM ARCOS,18306662000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0324,1,PM ARCOVERDE,10105955000167,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0340,1,PM ARIQUEMES,4104816000116,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0347,1,PM ARRAIAL CABO,27792373000107,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0356,1,PM ARUANA,1067081000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0357,1,PM ARUJA,56901275000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0363,1,PM ASSIS,46179941000135,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0365,1,PM A. CHATEAUBRIAN,76208479000118,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0375,1,PM ATIBAIA,45279635000108,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0385,1,PM AURILANDIA,2320364000184,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0393,1,PM AVARE,46634168000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0419,1,PM BALSA NOVA,76105527000142,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0431,1,PREF MUN BARAO,91693325000152,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0433,1,PM B COCAIS,18317685000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0440,1,PM BARBACENA,17095043000109,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0447,1,PM BARIRI,46181376000140,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0449,1,PM BARRA BONITA,46172888000140,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0462,1,PM BARRA DO GARCAS,3439239000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0471,1,PM BARRA MANSA,28695658000184,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0473,1,PM BARRACAO,75666131000101,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0485,1,PM BARRO ALTO,2355675000189,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0493,1,PM BARROSO,18094755000168,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0502,1,PM BAURU,46137410000180,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0504,1,PM BEBEDOURO,45709920000111,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0508,1,PM BELA VISTA GO,1005917000141,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0509,1,PM BELA VISTA MG,18311043000153,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0511,1,PM BELEM,5055025000106,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0521,1,PM B.HORIZONTE,18715383000140,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0522,1,PM Belo Jardim (PE),10260222000105,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0539,1,PM BERTIOGA,68020916000147,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0545,1,PM BETIM,18715391000196,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0548,1,PM BICAS,17722935000184,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0552,1,PREF MUN BIRIGUI - TRIBUTOS,46151718000180,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0556,1,PM BITURUNA,81648859000103,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0559,1,PM BOA ESPERANCA,18239590000175,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0567,1,PM BOA VISTA,5943030000155,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0583,1,PM BOITUVA,46634499000190,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0585,1,PM BOM DESPACHO,18301002000186,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0598,1,PM BOM JESUS,1149624000138,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0601,1,PM BOM JESUS GALHO,18334276000171,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0607,1,PM BOM JESUS PERDOES,52359692000162,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0617,1,PM BONFIM,18363945000133,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0635,1,PM BORACEIA,46189734000161,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0643,1,PM BOTELHOS,17847641000189,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0644,1,PM BOTUCATU,46634101000115,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0651,1,PM BRAGANCA PTA,46352746000165,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0675,1,PM BRAZOPOLIS,18025890000151,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0695,1,PM BRUMADINHO,18363929000140,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0696,1,PM BRUMADO BA,14105704000133,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0698,1,PM BUENO BRANDAO,18940098000122,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0723,1,PM CABECEIRAS,1740430000102,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0729,1,PM CABO FRIO,28549483000105,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0732,1,PM CABREUVA,46634432000155,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0736,1,PM CACAPAVA,45189305000121,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0746,1,PM CACH PAJEU,18414599000175,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0753,1,PM CACHOEIRAS MACACU,29128766000138,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0765,1,PM CACOAL,4092714000128,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0772,1,PM CAETE,18302299000102,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0778,1,PM CAFELANDIA,78121878000172,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0780,1,PM Caiabu (SP),44853505000174,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0780,1,PREF MUN CAIABU,44853505000174,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0782,1,PM CAIAPONIA,1164946000156,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0789,1,PM CAIEIRAS,46523064000178,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0793,1,PM CAJAMAR,46523023000181,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0810,1,PM CALDAS NOVAS,1787506000155,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0813,1,PM CALIFORNIA,75771279000106,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0816,1,PM CAMACARI,14109763000180,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0823,1,PM CAMARAGIBE,8260663000157,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0830,1,PM CAMBORIU,83102293000145,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0831,1,PM CAMBUCI,29111085000167,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0837,1,PM CAMPANARIO,18404905000192,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0838,1,PM CAMPANHA,18712174000142,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0839,1,PM CAMPESTRE,18178400000157,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0846,1,PM CAMPINA VERDE,18457291000107,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0849,1,PM CAMPINAS,51885242000140,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0858,1,PM CAMPO BELO,18659334000137,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0866,1,PM CAMPO FLORIDO,18428862000185,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0868,1,PM CPO GRANDE MS,3501509000106,"Restrita, até 20:45",TRIBUTOS MUNICIPAIS,
0870,1,PM CAMPO LARGO,76105618000188,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0871,1,PM CPO LIMPO PTA,45780095000141,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0879,1,PM CAMPOS ALTOS,18298190000130,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0882,1,PM CAMPOS JORDAO,45699626000176,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0883,1,PM CPOS GOYTACAZES,29247475000401,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0897,1,PM CANAPOLIS,18457200000133,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0903,1,PM CANDEIAS,17888090000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0915,1,PM CANELA,88585518000185,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0927,1,PM CANTAGALO,28645794000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0935,1,PM CAPANEMA,75972760000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0957,1,PM CAPITOLIO,16726028000140,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0958,1,PM CAPIVARI,44723674000190,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0964,1,PMCARAGUA,46482840000139,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0967,1,PM CARAMBEI,1613765000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0969,1,PM CARANDAI,18094797000107,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0970,1,PM CARANGOLA,19279827000104,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0971,1,PM CARAPICUIBA,44892693000140,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0972,1,PM CARATINGA,18334268000125,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0977,1,PM CARAZINHO,87613535000116,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0981,1,PM CARDOS MOREIRA,39228739000190,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0982,1,PM CAREACU,17935388000115,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0985,1,PM CARIACICA,27150549000119,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0995,1,PREF MUN CARLOS BARBOSA RS,88587183000134,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
0999,1,PM CARMO CACHOEIRA,18240135000190,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1000,1,PM CARMO MATA,18312967000174,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1003,1,PM CARMO PARANAIBA,18602029000109,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1004,1,PM CARMO RIO CLARO,18243287000146,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1017,1,PM CARRANCAS,17953332000193,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1022,1,PM CARVALHOS,18194217000145,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1023,1,PM Casa Branca (SP),45735479000142,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1032,1,PM CASIMIRO ABREU,29115458000178,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1034,1,PM CASSIA,17894049000138,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1037,1,PM CASTANHAL,5121991000184,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1043,1,PM CASTRO,77001311000108,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1045,1,PM CATAGUASES,17702499000181,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1046,1,PM CATALAO,1505643000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1051,1,PM C ALTAS NORUEGA,19718378000153,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1057,1,PREF MUN CATU,13800685000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1057,5,FMMA EUSÉBIO,14062089000125,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1063,1,PM CA0AMBU,18008870000172,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1066,1,PM CA0IAS DO SUL,88830609000139,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1076,1,PM CENTENARIO SUL,75845503000167,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1083,1,PM CERQUILHO,46634614000126,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1091,1,PM CEU AZUL,76206473000101,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1092,1,PM CEZARINA,25043530000148,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1124,1,PM CLAUDIO,18308775000194,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1150,1,PM COLORADO,76970326000103,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1153,1,PM COLUNA,18307397000124,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1163,1,PM CONCEICAO ALAGOAS,18428854000139,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1166,1,PM CONCEICAO MACABU,29115466000114,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1174,1,PM CONCEICAO PARA,18315200000107,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1178,1,PM CONCHAL,45331188000199,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1189,1,PM CONGONHAL,18675967000139,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1190,1,PM CONGONHAS,16752446000102,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1193,1,PM CONQUISTA,18428888000123,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1194,1,PM CONS LAFAIETE,19718360000151,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
